links,terms,snippets,question 1,response 1,response confidence 1,question 2,response 2,response confidence 2,res
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2hvdXNlLXJldHVybnMtZmFsbC0xLjY1ODg0ODfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU4ODQ4Nw?oc=5,Justin Trudeau,"in his new role, after clinching the Conservative Party leadership in a decisive win earlier this month. Do you have a question or something to say about Canadian politics? Send an email to ask@cbc.ca. We are listening. But those waiting for an anticipated faceoff between Poilievre and Prime Minister Justin Trudeau will have to wait until later this week after Trudeau returns from the UN General Assembly in New York. Holland said he's meeting with the other House leaders later Tuesday, including the newly appointed Andrew Scheer. ""Look, I was an opposition critic. I respect what they have to do.","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2hvdXNlLXJldHVybnMtZmFsbC0xLjY1ODg0ODfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU4ODQ4Nw?oc=5,Justin Trudeau,"Ottawa-area MP used his debut as Conservative leader to attack the Liberals over the high cost of living and demand the government scrap planned increases to Employment Insurance and Canada Pension Plan premiums. NDP Leader Jagmeet Singh, whose party supports the two Liberal bills, said the government has spent too long dismissing inflation as a global problem instead of offering solutions at home. ""The Liberal government and Justin Trudeau were unwilling to even talk about the struggles people are going through,"" he said. WATCH | Liberal House leader says he hopes MPs will be aware of the tone this sitting","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,56.2% 43.8% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2hvdXNlLXJldHVybnMtZmFsbC0xLjY1ODg0ODfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU4ODQ4Nw?oc=5,Jagmeet Singh,"""All of that will be vaporized by inflation,"" countered Poilievre during question period. The Ottawa-area MP used his debut as Conservative leader to attack the Liberals over the high cost of living and demand the government scrap planned increases to Employment Insurance and Canada Pension Plan premiums. NDP Leader Jagmeet Singh, whose party supports the two Liberal bills, said the government has spent too long dismissing inflation as a global problem instead of offering solutions at home. ""The Liberal government and Justin Trudeau were unwilling to even talk about the struggles people are going through,"" he said. WATCH | Liberal","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9vdHRhd2Evb3R0YXdhLWNvbnZveS1wcm90ZXN0LWVtZXJnZW5jaWVzLWFjdC0xLjYzNTkzMDbSAQA?oc=5,Justin Trudeau,"to come from the city involving financial compensation for the convoy protests are not authentic. MPs debated in the House of Commons all weekend ahead of a vote on whether to ratify use of the Emergencies Act. Debate continued Monday morning, ahead of an evening vote . Prime Minister Justin Trudeau defended his government's use of the Act during a press conference Monday, saying the decision to do so was not one he and his government took lightly. Dozens of vehicles towed As of Monday morning, police said they had made 196 arrests and charged 110 people with offences including","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2RvdWctZm9yZC1vbnRhcmlvLWdvdmVybm1lbnQtMjAyMy0xLjY2NzU5MjXSAQA?oc=5,Justin Trudeau,farther from their homes. He expects there will be changes to health care because Ford and his government believe the status quo is not acceptable. An open question is whether Ontario will put significantly more money into its $75-billion health budget. That could largely depend on whether Prime Minister Justin Trudeau's federal government ponies up. 3. Sparring (and partnering) with Trudeau Ford and the rest of Canada's premiers are engaged in a campaign calling for an increase to federal transfer payments for health care that would amount to an extra $28 billion a year. Trudeau has said he's willing to,"Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3N0YWZmLWluZm8tc29sZGllcnMtY29udm95LTEuNjY3MTExN9IBAA?oc=5,Pierre Poilievre,"to get an update on the investigation on Wednesday. Chledowski did not immediately respond to requests for comment. One name that appears to have been missing from the list is Warrant Officer James Topp, who is facing a court martial after appearing in two videos posted on social media in February criticizing vaccine requirements for military personnel and other federal employees. The army reservist later became a symbol of sorts for those opposed to vaccine mandates and pandemic restrictions after a cross-country march that included a meeting with Conservative MPs on Parliament Hill, including the current Conservative Leader, Pierre Poilievre.","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3N0YWZmLWluZm8tc29sZGllcnMtY29udm95LTEuNjY3MTExN9IBAA?oc=5,Justin Trudeau,"Commission, which is looking at the Liberal government's decision to invoke the Emergencies Act to end the demonstrations in February. On Feb. 15, one day after the Emergencies Act was invoked, Defence Minister Anita Anand's press secretary, Daniel Minden, emailed fellow political staff in the offices of Prime Minister Justin Trudeau and Public Safety Minister Marco Mendicino. ""Please see this internal list of CAF members allegedly involved in the convoy so far,"" Minden wrote. The email goes on to provide a ""list of known members connected to protests,"" including five who are specifically named and two who are not. Those","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3F1ZWJlYy1jb3VydC1kZWNpc2lvbi1pbmRpZ2Vub3VzLWNoaWxkLXdlbGZhcmUtMS42MzQ2Nzk40gEA?oc=5,Justin Trudeau,"on developing the legislation, called the decision a setback for Indigenous children, families and self-government. She said the work First Nations, Métis and Inuit governments are doing to introduce new laws and policies to reunite families is now in doubt. Turpel-Lafond said the ruling needs attention from Prime Minister Justin Trudeau. ""Likely this will pit people and make a political issue about whether or not the Trudeau government has stretched the Constitution too far,"" Turpel-Lafond said. She said the Quebec court's decision should be reviewed by Supreme Court of Canada - a process that could take two years. ""This is","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,89.5% 10.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,99.5% 0.5% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9wcmluY2UtZWR3YXJkLWlzbGFuZC9wZWktZnJlZWRvbS1jb252b3ktY2hhcmxvdHRldG93bi0xLjYzNDgzMzXSAQA?oc=5,Justin Trudeau,"""slow roll"" protest against COVID-19 vaccine mandates. Most of the trucks were pickup trucks rather than larger rigs, based on what CBC staff could see from various vantage points. Many of the vehicles were decked out with Canadian flags and anti-mandate signs, some of them directed at Prime Minister Justin Trudeau. A stream of cars and pickup trucks coming from Montague was at least a kilometre long by the time it reached the Cherry Valley entry to the Trans-Canada Highway at around 11:30 a.m. AT. Many of the vehicles had their four-way flashers on as they proceeded to Charlottetown. Organizers","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,91.2% 8.8% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,98.1% 1.9% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L3ByaW1lLW1pbmlzdGVyLXRydWRlYXUtc3RhbXBlZGUtbGliZXJhbC1wYW5jYWtlLWJyZWFrZmFzdC0xLjY1MTYzMjjSAQA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau spent Sunday in Calgary where he was surrounded by mostly friendly crowds as he attended a pancake breakfast, visited the Stampede grounds and spoke at a Liberal fundraiser. The annual 10-day celebration of the cowboy way of life has become an irresistible magnet for politicians of all political stripes. Trudeau, decked out in a white cowboy hat, red plaid shirt and jeans, is no exception and has made regular appearances year-after-year. ""This is a moment to gather and to celebrate being able to gather once again. It's great to see everyone in person. Happy Stampede,"" Trudeau","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,86.9% 13.1% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L3ByaW1lLW1pbmlzdGVyLXRydWRlYXUtc3RhbXBlZGUtbGliZXJhbC1wYW5jYWtlLWJyZWFrZmFzdC0xLjY1MTYzMjjSAQA?oc=5,Justin Trudeau,"thank him, we've had Afghans thank him,"" said Tourism Minister Randy Boissonnault, who's an Edmonton MP. ""We've had five women come up and say, 'Thank you, you saved my house.' We've had people come and talk about saving their businesses."" At least one man was overheard saying, ""Oh, it's Justin Trudeau, I want to punch him in the face,"" before walking away. Another woman said Trudeau wasn't her favourite, but it was great he took the time to visit Stampede. One man could be heard yelling: ""Prime Minister Trudeau, you're a tyrant"" and ""You're a failure."" After more than an","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,81.9% 18.1% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,96.8% 3.2% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3J0aC9udW5hdnV0LWxlZ2lzbGF0aXZlLWFzc2VtYmx5LWZhbGwtc2l0dGluZy0yMDIyLTEuNjYyOTIyMtIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42NjI5MjIy?oc=5,Justin Trudeau,"the housing corporation. Nunavut Premier P.J. Akeeagok was in Ottawa Monday to ask for funding for the housing plan. About 65 per cent of the cost is budgeted to come from governments and Inuit organizations. Akeeagok, along with Nunavut Tunngavik Incorporated (NTI) president Aluki Kotierk, met with Prime Minister Justin Trudeau to retain $500 million worth of this money to be split between NTI the Nunavut government. (NTI plans to use its share of the split funds, if granted, for its own housing project separate from Nunavut 3000). Akeeagok said his government's plan is ""very ambitious but attainable."" ""I really","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.0% 1.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xpYmVyYWxzLXJlaW50cm9kdWNlLWRpc2FiaWxpdHktYmVuZWZpdHMtYmlsbC0xLjY0NzQzNjPSAQA?oc=5,Justin Trudeau,"the issue. The Liberals' 2021 platform pledged to introduce the benefit to help with the cost of transport, medical procedures and other expenses. The platform said that, once the benefit was implemented, it would deliver ""a direct monthly payment … for low-income Canadians with disabilities ages 18-64."" Prime Minister Justin Trudeau's post-election mandate letter to Qualtrough directed her to re-table the bill. Topping up provincial benefits Bill C-22 does not state the monetary value of the benefit but it gives the government scope to set most of the benefit's design elements, including the conditions that must be met to receive","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,75.4% 24.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb3JuaW5nLWJyaWVmLW5vdmVtYmVyLTIxLTIwMjItMS42NjU2MTI40gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY2NTYxMjg?oc=5,Justin Trudeau,"the 5 p.m. ET Sunday strike deadline given to the province to come to an agreement. The deal will be taken to CUPE members to vote on ratification later this week. Read the full story here . The Emergencies Act inquiry enters its final week today, with Prime Minister Justin Trudeau and key cabinet ministers set to answer questions about their decision to invoke the never-before-used law last winter to deal with massive protests against pandemic measures. Deputy Prime Minister and Finance Minister Chrystia Freeland, Emergency Preparedness Minister Bill Blair and Public Safety Minister Marco Mendicino are among the cabinet","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9zYXNrYXRvb24vbXBzLXBvbGl0aWNhbC1vcmdhbml6ZXItYWRkZWQtdG8tcnVzc2lhbi1ibGFja2xpc3QtMS42Mzg3MTE10gEA?oc=5,Justin Trudeau,"Regina-Wascana MP Michael Kram says he was taken off-guard when he discovered he had been banned from travelling to Russia. On Tuesday, the Russian Ministry of Foreign Affairs sent out a blacklist containing more than 300 Canadians. The list included Prime Minister Justin Trudeau, most MPs across the country and a handful of other people deemed to be hostile to Russia. The Russian ministry stated the list was compiled in response to sanctions that have been placed on Russia during the invasion of Ukraine. ""It's totally ridiculous,"" said Kram. ""In a way, I consider it to be a good thing.","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,99.8% 0.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2JsYWNrLXB1YmxpYy1zZXJ2YW50cy1yYWNpc20tdHJlYXN1cnktYm9hcmQtMS42Njg3OTky0gEA?oc=5,Justin Trudeau,"Nivyabandi, secretary general of Amnesty International Canada, said the Liberal government and the public service seem to speak two different languages. ""It's contrary to the commitments that this government has made. It works in the complete opposite direction from [the government's] public commitments,"" Nivyabandi told CBC, citing Prime Minister Justin Trudeau kneeling during a protest following the murder of George Floyd. Donoghue declined CBC's request for an interview. Monica Granados, press secretary to Treasury Board President Mona Fortier, said in a media statement that she can't comment because the mental health plan is subject to cabinet confidence. ""We remain committed","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL2NvbG9yYWRvLW5pZ2h0Y2x1Yi1zaG9vdGluZy0xLjY2NTc2NzXSAQA?oc=5,Justin Trudeau,"to be safe spaces of acceptance and celebration should never be turned into places of terror and violence. Yet it happens far too often,"" he said. ""We must drive out the inequities that contribute to violence against LGBTQI+ people. We cannot and must not tolerate hate."" Canadian Prime Minister Justin Trudeau, on Twitter , condemned the attack as a ""vile act of hatred."" ""On behalf of Canadians, I'm sending my deepest condolences to those who lost a loved one, and wishing a fast and full recovery to all those injured,"" he said. Support is available for anyone affected by this","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,96.2% 3.8% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2Jyb3duLXBvaWxpZXZyZS1uaXFhYi1iYW4tY2FyYm9uLXRheC0xLjYzODQxOTTSAQA?oc=5,Pierre Poilievre,"Conservative leadership candidate Patrick Brown launched an attack Monday on his opponent Pierre Poilievre, accusing the Conservative MP of supporting ""discriminatory policies"" that target immigrants. Poilievre, the MP for the Ottawa-area riding of Carleton considered the front-runner in the race, pitched new policies Monday that he said will make it easier for skilled immigrants to practice their professions in Canada. He vowed to take on what he called ""money-grabbing gatekeepers"" who determine whether an immigrant is qualified to work in Canada. But Brown, the current mayor of Brampton, Ont., said Poilievre ""has no credibility announcing any sort of policy which","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,99.6% 0.4% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",negative neutral positive,81.6% 18.4% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2Jyb3duLXBvaWxpZXZyZS1uaXFhYi1iYW4tY2FyYm9uLXRheC0xLjYzODQxOTTSAQA?oc=5,Pierre Poilievre,"is a sacred moment of citizenship and of loyalty to country that must be witnessed by one's peers and that cannot be done if one's face is covered,"" Poilievre said at the time. He also suggested the niqab policy might be extended to other areas of federal jurisdiction. WATCH: Pierre Poilievre is asked about niqab ban Days after that press conference, a Federal Court judge overturned the niqab ban , saying the policy violates the Citizenship Act, which states citizenship judges must allow the greatest possible religious freedom when administering the oath. Brown said Poilieve's association with these proposals could","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral negative positive,86.9% 13.1% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NvbnNlcnZhdGl2ZXMtYWR2b2NhdGVzLXdhbnQtZXh0ZW5zaW9uLXNwZWNpYWwtaW1taWdyYXRpb24tYWZnaGFuLXByb2dyYW0tMS42NTI3NDgy0gEA?oc=5,Justin Trudeau,"Government says other programs still available The special program was set up nearly a year ago, a few weeks before Kabul fell to the Taliban in August of last year. It's part of the government's overall commitment to settle 40,000 Afghan refugees in Canada. Earlier Thursday, both Prime Minister Justin Trudeau and Immigration Minister Sean Fraser were asked if they plan to reopen the program to accept more applications. Neither gave a direct answer to the question and instead pointed to the difficulties the government is facing in getting refugees out of Afghanistan with the Taliban now in control. WATCH:","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3NvcGhpZS1ncmVnb2lyZS10cnVkZWF1LXJ1c3NpYS10cmF2ZWwtYmFuLTEuNjQ2MjIyNNIBAA?oc=5,Justin Trudeau,"Russia said on Saturday it had added 26 new names to a list of Canadians it has barred from travelling to the country, including defence chiefs, defence industry executives and Sophie Grégoire Trudeau, the wife of Prime Minister Justin Trudeau. In response to economic sanctions, Russia has already banned Trudeau, Finance Minister Chrystia Freeland and hundreds of other Canadians from entering the country. The new Canadian list was published four days after Canada introduced a bill that will ban Russian President Vladimir Putin and about 1,000 members of his government and military from travelling there. The list also includes Lt.-Gen.","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,88.4% 11.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,99.7% 0.3% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9vbnRhcmlvLXNjaG9vbHMtcXVlZW4tMS42NTg0MTk20gEA?oc=5,Justin Trudeau,"approach to the Queen's death. WATCH | Schools grapple with how to teach impact of Queen's death, colonialism: ""We have made clear our direction that all schools are to recognize the profound impact of Queen Elizabeth II's lifelong and unwavering devotion to public service,"" Lecce said. After Prime Minister Justin Trudeau said Monday's funeral would be marked by a federal holiday, the governments of Newfoundland and Labrador, Nova Scotia, New Brunswick and Yukon followed suit by making it a provincial holiday and closing schools and government offices. British Columbia is also recognizing the federal holiday by closing schools and giving","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.4% 0.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL29udGFyaW8tbGliZXJhbC1wYXJ0eS1jaGlsZC1jYXJlLTEuNjM3MTU0MNIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42MzcxNTQw?oc=5,Justin Trudeau,"costing Ontario parents an average of $25 a day and includes a promise of ""retroactively refunding parents the extra costs resulting from Doug Ford's delay."" Ontario is the only province that has yet to reach an agreement with the federal government on funding to make good on Prime Minister Justin Trudeau's promise to provide child care at a cost of $10 per day. Ford and Education Minister Steven Lecce have repeatedly said in recent weeks that Ontario is close to a deal, but needs an arrangement that is fiscally sustainable. In a letter to CBC News Thursday evening, Lecce said","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.4% 0.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiRmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3VrcmFpbmUtcnVzc2lhLWluZm9ybWF0aW9uLXdhci0xLjY0MDgzODDSAQA?oc=5,Justin Trudeau,"always in a casual T-shirt, may ""look ad hoc and somewhat unscripted,"" said Garner, but are almost certainly ""productions that have been planned and thought through."" Zelensky's address to the U.K. Parliament invokes wartime prime minister Winston Churchill. His speech to Ottawa stresses a first-name relationship with Prime Minister Justin Trudeau and includes familiar Canadian references. And, always, hitting the right notes to portray Ukraine as the feisty underdog who deserves help from the West. In contrast, Russian President Vladimir Putin appears belligerent and isolated, shown sitting at a huge table in the Kremlin. His efforts at waging an information","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.5% 0.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2Nsb3NlLXJhY2VzLXJpZGluZ3Mtb250YXJpby1lbGVjdGlvbi0yMDIyLTEuNjQ2ODI4NtIBAA?oc=5,Jagmeet Singh,"April nomination for this election and represented the riding as an Independent for less than two weeks before the campaign began. The NDP, PCs and Liberals have all made Brampton North a priority on the campaign trail. The New Democrat candidate, Sandeep Singh, was joined by federal NDP Leader Jagmeet Singh when he officially opened his campaign office in May. Progressive Conservative Leader Doug Ford made his first stop of the campaign in Brampton North, alongside PC candidate Graham McGregor. At least one publicly available poll has the PCs as front-runners here. Meanwhile, the Liberal candidate, Harinder Malhi, previously represented","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,99.7% 0.3% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL29udGFyaW8tZWxlY3Rpb24tZGViYXRlLWxlYWRlcnMtYW5hbHlzaXMtMS42NDQ4NjM30gEA?oc=5,Justin Trudeau,"answer to a question about the impact of AirBnB accommodations. Over her 12 years leading the NDP, Horwath has at times struggled to deliver off-the-cuff remarks in a strong, clear, way, instead pausing frequently with umms and ahhs. That is not a barrier to winning an election: Prime Minister Justin Trudeau's Q-and-As with reporters are riddled with umms and ahhs. Still, Horwath would benefit next Monday from showing greater confidence in her grasp of the issues. Horwath is at her best in debates when she nails Ford and Del Duca for their failures in government. She succeeded at that when","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXdmb3VuZGxhbmQtbGFicmFkb3IvbWlhd3B1a2VrLWZvcnRlc2N1ZS13aW5kLXRvLWh5ZHJvZ2VuLTEuNjU1ODgwMdIBAA?oc=5,Justin Trudeau,"off, it's got to be environmentally sound."" The company has registered for an environmental assessment with the provincial government. Joe said it has to meet not only the province's standards, but also Miawpukek's. The announcement came on the eve of a green hydrogen summit in Stephenville, where Prime Minister Justin Trudeau is welcoming the German chancellor and some of the most influential business leaders in Europe - including the CEOs of Bayer, Siemens Energy, Mercedes-Benz and Volkswagen. The Stephenville area is already the proposed home base for a project led by Nova Scotia billionaire John Risley, part of a business","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.8% 0.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3VrcmFpbmUtaW52YXNpb24tZGF5LTE4Mi0xLjY1NjA0NTLSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU2MDQ1Mg?oc=5,Justin Trudeau,"to Kyiv on Wednesday, British Prime Minister Boris Johnson also promised a further $63.5 million US worth of military support, including 2,000 drones. German Chancellor Olaf Scholz said his country is providing more than 500 million euros ($498 million US) in aid, including powerful anti-aircraft systems. And Prime Minister Justin Trudeau announced on Tuesday $3.85 million Cdn for two Ukraine projects, with the bulk going to funding for ongoing development of Ukraine's national police force and other emergency services. WATCH | Ukraine's independence day marked in Irpin: ""Ukrainians are not only defending their country; they are defending the values of","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,97.3% 2.7% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXctYnJ1bnN3aWNrL2dhcy10YXgtY3V0LWNhcmJvbi0xLjY2NjE2ODDSAQA?oc=5,Justin Trudeau,"gas tax cut helps both Ottawa and New Brunswick navigate a thorny political problem. Technically, provinces aren't allowed to reduce gas taxes to offset carbon taxes. The federal rules say that interferes with the ""price signal"" to consumers to reduce their consumption of fossil fuels. But in November 2019 Justin Trudeau's federal government agreed to let New Brunswick keep its tax cut in place, which allowed Higgs to become the first Progressive Conservative premier to fall in line with the national pricing plan – a political win for Trudeau. N.B. points echoed in other provinces The problem for Ottawa was","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,98.8% 1.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,97.4% 2.6% 0%,pos
